title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Śrīkṛṣṇakīsvadhyāya,IGI03164635,"Indira Gandhi National Centre for the Arts, Delhi",Veerayatan,,,635,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,28,34,,Complete,3,6,,,,,Plant Products -> Paper / कागज,,Not Available,,,25/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Dhāṇorāvaṭḥīkāṇā re Hisāb rī Bahī,NNO000011099,Nava Nalanda Mahavihara,"Sri Natanagar Shodha sansthana, Sitamau Parasamala Sangraha",,,1099,,,Rajasthani,Devanagari,,,,,,,,,,173,,Complete,16,,,,,,Plant Products -> Paper / कागज,,Itihāsa/Tārīḵẖ,,,04/08/2008,,,No,,,,,No,No,,,,,,,manus_dt: Saṁ 1931-1933 Vi.,,
Bṛhamapurāṇa,IGI0374996,"Indira Gandhi National Centre for the Arts, Delhi",Bhavanath Jha,,,96,Gaṅgeśajhā,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,,,,Incomplete,,50,,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Purāṇa,,,26/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Praśnavyākaraṇa,IGI03164636,"Indira Gandhi National Centre for the Arts, Delhi",Veerayatan,,,636,,,Gujarati,Gujarati,,,Not Available,Not Available,,,Not Available,Not Available,31,7,,Complete,72,144,,,,,Plant Products -> Paper / कागज,,Not Available,,,26/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: V.S 1785,,
Cūḍākaraṇōnayanapaddhatiśiromaṇi,IGI030182,"Indira Gandhi National Centre for the Arts, Delhi",Vishnu Kant Jha,,,2,,,Sanskrit,Not Available,,,Not Available,Not Available,,,Not Available,Not Available,,,,Complete,25,,,10,5,,Plant Products -> Paper / कागज,,Karmakāṇḍa,,,26/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 18Śatābdī,,
Pāṇḍavagītā,NSI00058474,"H.S.G. University, Sagar","Acharya Sankarshana Prapannacharya, Nayagauon",,,474,,,Sanskrit,Devanagari,,,,,,,,,15,15-5,,Incomplete,5,10,,28.7,12.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Gītā,,,08/05/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sūryagaḍāṅgadvitīyaśrutaskandha,IGI03164637,"Indira Gandhi National Centre for the Arts, Delhi",Veerayatan,,,637,,,Gujarati,Gujarati,,,Not Available,Not Available,,,Not Available,Not Available,31,10,,Incomplete,65,130,,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Not Available,,,26/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Bhaviṣyatkālīna,IGO00278132,"Indira Gandhi National Centre for the Arts, Delhi",Acharya Mahavir Kirti Digamabar Jain Sarasvati Bhawan,,,132,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,47,33,,Complete,1,2,,20,15,,Plant Products -> Paper / कागज,,Not Available,,,25/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Tantrasāra,IGI0374995,"Indira Gandhi National Centre for the Arts, Delhi",Bhavanath Jha,,,95,Amoljhā,,Hindi,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,,,,Incomplete,,47,,,,,Plant Products -> Paper / कागज,Bad,Tantra,,,25/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Adbhūtarāmāyaṇa,IGI0374997,"Indira Gandhi National Centre for the Arts, Delhi",Bhavanath Jha,,,97,Amiteśa,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,,,,Incomplete,,200,,,,,Plant Products -> Paper / कागज,Bad,Rāmāyaṇa,,,26/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
