title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Śarḥ-i Śafiyah ibn Hajīb,JHO000012472,"HMS Central Library, Jamia Hamdard (Hamdard University)","HMS Central Library, Jamia Hamdard (Hamdard University)",,,2472,Ibn Ḥājib,,Arabic,,,,,,,,,,,3551,,,222,,,14,22.5,,,"Bad, Worm eaten",,,,15/04/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Akastiya naayanaar arulich caita custiram paththu /Akastiyar custiram paththu,MUO000031718,Mahabharata Samshodhan Pratisthan catalogue,G. O.M.L.R.C.  (M U),,,1718,,,Tamil,Tamil,,,,,,,,,,,,,3,6,,29.8,3.1,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",,,,23/07/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
Darśanapurāṇamāsaprayoga,BOO000017535,"Bhandarkar Oriental Research Institute, Pune",Bhandarkar Oriental Research Institute,,,7535,,,,,,,,,,,,,,112,,,,86,,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",,,,04/01/1980,,,No,,,,,No,No,,,,,,,manus_dt:,,
Bhāgavatadaśamaskandha(Vedastuti+ṭīkā),BOO0000715255,"Bhandarkar Oriental Research Institute, Pune",Anandashram Sanstha,,,15255,,,Sanskrit,,,,,,,,,,,S12(4)-22-216,,Complete,24,19,,33,16,,,"Bad, Worm eaten",Purāṇa,,,13/01/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
Rajebhanga,BOO000022918,"Bhandarkar Oriental Research Institute, Pune",69) Bharata Itihasa Sansodhana Mandala (Digitization),,,2918,,,Sanskrit,Devanagari,,,,,,,,,71,71_10,,,,35,,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",,,,16/08/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kitāb al-Muʼalij,JHO000012473,"HMS Central Library, Jamia Hamdard (Hamdard University)","HMS Central Library, Jamia Hamdard (Hamdard University)",,,2473,Ḥakīm Muṣtafā Aẓkī Khalīl Allāh,,Urdu,,,,,,,,,,,12,,,94,,,16,26,,,"Bad, Worm eaten",Not Available,,,15/04/2013,,,No,,,,,No,No,,,,,,,manus_dt: 1130 AH,,
Matsyakaverīmāhātmya,KMO020242650,"Keladi Museum &amp; Historical Research,Sagar Tq","Academy of Sanskrit Research, Melkote, MPC",,,2650,Vyāsa,,Sanskrit,Grantha,,,,,,,,,933,933(B),,Complete,48,,,30,3.25,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,01/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Bhāgavatadaśamaskandha(Vedastuti+ṭīkā),BOO0000715255,"Bhandarkar Oriental Research Institute, Pune",Anandashram Sanstha,,,15255,,,Sanskrit,,,,,,,,,,,S12(4)-22-216,,Complete,24,19,,33,16,,,"Bad, Worm eaten",Purāṇa,,,13/01/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
Mukuṅdamālā,KMO020242649,"Keladi Museum &amp; Historical Research,Sagar Tq","Academy of Sanskrit Research, Melkote, MPC",,,2649,Kulaśekharasūrī,,Sanskrit,Grantha,,,,,,,,,936,936(B),,Incomplete,3,,,30,3.25,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Stotra/Manqabat,,,01/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Rāmapattābhiśekavidhi,KMO020242651,"Keladi Museum &amp; Historical Research,Sagar Tq","Academy of Sanskrit Research, Melkote, MPC",,,2651,,,Sanskrit,Nandinagari,,,,,,,,,929,929(A),,Complete,3,,,34.5,5,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Vedāṅga,,,01/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
