title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Vātodaratiṇū,TTI01739225,"Thunchan Memorial Trust,Tirur",Krishnakumar K.,,,225,,,Malayalam,Malayalam,,,,,,,,,13,263,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Āyurveda,,,01/07/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kaphattinū,TTI01727178,"Thunchan Memorial Trust,Tirur","Unnikrishnan Nambootiri, Mootedatu Mana, Tirur",,,178,,,Malayalam,Malayalam,,,,,,,,,22,45,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Āyurveda,,,05/11/2011,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sarabayantra,TTI01743238,"Thunchan Memorial Trust,Tirur",Dr. Umesh,,,238,,,Sanskrit,Malayalam,,,,,,,,,6,25,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",,,,07/03/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Vāyu adapiṇnū kaṣhāyaṃ,TTI01728372,"Thunchan Memorial Trust,Tirur",A. Muralidharan,,,372,,,Malayalam,Malayalam,,,,,,,,,10,211,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",,,,03/03/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Navagrahapeedahara stotra,TTI01729286,"Thunchan Memorial Trust,Tirur","Krishnan Namboodiri, Pazhiyotmana, Tirur",,,286,,,Sanskrit,Malayalam,,,,,,,,,4,10,,Complete,5,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Stotra,,,17/12/2011,,,No,,,,,No,No,,,,,,,manus_dt:,,
Anupravacanīyam,TTI01719433,"Thunchan Memorial Trust,Tirur","Vishnu Nambootiri, Chennas Mana, Tirur",,,433,,,Malayalam,Malayalam,,,,,,,,,14,11,,Complete,6,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,01/01/2003,,,No,,,,,No,No,,,,,,,manus_dt:,,
Arujikkū,TTI01728373,"Thunchan Memorial Trust,Tirur",A. Muralidharan,,,373,,,Malayalam,Malayalam,,,,,,,,,10,156,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",,,,03/03/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kumkumakaraṇaṃ,TTI01730244,"Thunchan Memorial Trust,Tirur",P.K. Narayanan Namboodiri,,,244,,,Sanskrit,Malayalam,,,,,,,,,8,74,,Complete,4,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Mantra,,,09/02/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Mantra,TTI01732221,"Thunchan Memorial Trust,Tirur","Parvathi Anthorjanam, Nedumpalli Mana, Kollam",,,221,,,Sanskrit,Malayalam,,,,,,,,,36,41,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Mantra,,,25/04/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kuṣtathiṇū,TTI01728374,"Thunchan Memorial Trust,Tirur",A. Muralidharan,,,374,,,Malayalam,Malayalam,,,,,,,,,10,162,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",,,,03/03/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Nidhānaṃ,TTI01728375,"Thunchan Memorial Trust,Tirur",A. Muralidharan,,,375,,,Malayalam,Malayalam,,,,,,,,Malayalam,10,134,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",,,,02/12/2011,,,No,,,,,No,No,,,,,,,manus_dt:,,
Viṣha cīkītṣā,TTI01730245,"Thunchan Memorial Trust,Tirur",P.K. Narayanan Namboodiri,,,245,,,Malayalam,Malayalam,,,,,,,,,7,69,,Complete,4,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Āyurveda,,,09/02/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Pālāzhimadanaṃ,TTI01727179,"Thunchan Memorial Trust,Tirur","Unnikrishnan Nambootiri, Mootedatu Mana, Tirur",,,179,,,Malayalam,Malayalam,,,,,,,,,24,3,,Complete,7,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Kāvya,,,06/11/2011,,,No,,,,,No,No,,,,,,,manus_dt:,,
Madamoorchanipāna,TTI01649214,"Thunchan Memorial Trust,Tirur","Mohandas, Kunnakkavil",,,214,,,Malayalam,Malayalam,,,,,,,,,13.184,,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Āyurveda,,,26/06/2009,,,No,,,,,No,No,,,,,,,manus_dt:,,
Mantra,TTI01664233,"Thunchan Memorial Trust,Tirur","Divakaran Namboodiri, Pazhayath Mana, Malapuram",,,233,,,Sanskrit,Malayalam,,,,,,,,,3.60,,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Mantra,,,30/04/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
Thiruvattakṣhara mantra,TTI01742226,"Thunchan Memorial Trust,Tirur","Rudran Namboodiri, Kulappurathillam",,,226,,,Sanskrit,Malayalam,,,,,,,,,7,42,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Mantra,,,16/01/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sthothravāhana,TTI01742225,"Thunchan Memorial Trust,Tirur","Rudran Namboodiri, Kulappurathillam",,,225,,,Malayalam,Malayalam,,,,,,,,,8,5,,Complete,4,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Tantra,,,01/01/2003,,,No,,,,,No,No,,,,,,,manus_dt:,,
Cheraviṣhattinū,TTI01727180,"Thunchan Memorial Trust,Tirur","Unnikrishnan Nambootiri, Mootedatu Mana, Tirur",,,180,,,Malayalam,Malayalam,,,,,,,,,22,73,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Āyurveda,,,05/11/2011,,,No,,,,,No,No,,,,,,,manus_dt:,,
Apasmāra moorthy mantra,TTI01742227,"Thunchan Memorial Trust,Tirur","Rudran Namboodiri, Kulappurathillam",,,227,,,Sanskrit,Malayalam,,,,,,,,,7,22,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Mantra,,,16/01/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Mahāsudarsana mantra,TTI01742228,"Thunchan Memorial Trust,Tirur","Rudran Namboodiri, Kulappurathillam",,,228,,,Sanskrit,Malayalam,,,,,,,,,7,27,,Complete,2,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Mantra,,,16/01/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Panchajeeraka gudaṃ,TTI01730246,"Thunchan Memorial Trust,Tirur",P.K. Narayanan Namboodiri,,,246,,,Malayalam,Malayalam,,,,,,,,,7,57,,Complete,2,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Āyurveda,,,09/02/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Vellisudhī,TTI01743239,"Thunchan Memorial Trust,Tirur",Dr. Umesh,,,239,,,Malayalam,Malayalam,,,,,,,,,4,102,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Āyurveda,,,05/03/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kaphaṃkoṇdulla chardi,TTI01739226,"Thunchan Memorial Trust,Tirur",Krishnakumar K.,,,226,,,Malayalam,Malayalam,,,,,,,,,13,141,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Āyurveda,,,01/07/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sambārāgnī,TTI01671176,"Thunchan Memorial Trust,Tirur","Narayanan Nambootiri, Pattiyilmana, Malapuram",,,176,,,Malayalam,Malayalam,,,,,,,,,32.51,,,Complete,2,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Vaidyaka,,,27/05/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
Saraba yantra,TTI01743240,"Thunchan Memorial Trust,Tirur",Dr. Umesh,,,240,,,Sanskrit,Malayalam,,,,,,,,,6,14,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",,,,07/03/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Upākarma,TTI0173174,"Thunchan Memorial Trust,Tirur","Vasudevan Nambootiri, Kotooru mana, Tirur",,,74,,,Malayalam,Malayalam,,,,,,,,,9,22,,Complete,3,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Dharmaśāstra / Darsiyāt-i Islāmiyah,,,29/01/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
