title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
कल्याणीस्तोत्र,SDI0161552,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",ललन तिवारी,,,52,हर्षनाथशर्मा,,संस्‍कृत,देवनागरी,,,,,,,,,47,,,Complete,10,6,,24,13,,Plant Products -> Paper / कागज,,Stotra/Manqabat,,,16/10/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Hindīrādhāramaṇakāvya,USI00099262,"Uttranchal Sanskrit Academy,Haridwar",Patanjala Yogadham,,,262,,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,74,148,,24,9.5,,Plant Products -> Paper / कागज,Bad,Kāvya/Fann al-Śi‘r,,,18/12/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kṛṣināmā,SAI017215,"Sanskrit Academy f Research For Advanced Society through Vedic &amp; Allied Tradition Of India(SARASVATI),Bhadrak",Baidhar Kar,,,5,,,Oriya,Oriya,,,,,,,,,115,1,,Complete,310,620,,56,13,4,Plant Products -> Paper / कागज,,Kṛṣiśāstra,,,11/10/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Jyotiṣasārasaṅgraha,OSI0044541,"Orissa State Museum, Bhubaneswar",Tankadhara Kara,,,41,,,Sanskrit,Oriya,,,,,,,,,1,1,,Complete,132,264,,12 inches,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Jyotiṣa,,,21/08/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Arya sar ba dharm ma tri ka nam su tra,LTI001286,"Library of Tibetan Works and Archives, Dharamshala",Puran Ram Negi,,,6,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Bauddha,,,25/04/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
सन्देहनिर्णय,BOO000022,"Bhandarkar Oriental Research Institute, Pune",BISM (Pingle Collection),,,2,अनन्तदेव,,Sanskrit,Devanagari,,,,,,,,,59,422,,Complete,8,,,15,12,,Plant Products -> Paper / कागज,Bad,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,11/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
पुष्पाञ्जलि कथा,SDI0234557,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",मंदिर श्री चंद्र प्रभु दि0 जैन चैत्यालय,,,57,,,हिन्‍दी,देवनागरी,,,,,,,,,10/5,,,Complete,3,,,24,12,,Plant Products -> Paper / कागज,,Jaina,,,30/06/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
A'rya nitaya,LTI0008112,"Library of Tibetan Works and Archives, Dharamshala",Hari Singh Negi,,,12,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,3,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Bauddha,,,02/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Mahābhārata-Bhīṣmaparva,OSI0712192,"Orissa State Museum, Bhubaneswar",Gopabandhu Sahoo,,,92,Sāralādāsa,,Oriya,Oriya,,,,,,,,,27,1,,Complete,172,344,,32,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa/Tārīḵẖ,,,17/04/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Lha mtshams la ni mi 'das na,LTI000893,"Library of Tibetan Works and Archives, Dharamshala",Ishwar Chandra,,,3,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,1-1,,,,,,Plant Products -> Paper / कागज,,Jyotiṣa,,,14/09/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Ṣaṣṭhī-Oṣā,NCI002872,"Saraswati, Bhadrakh",Susanta Kumar Satapatty,,,2,Unknown,,Oriya,Oriya,,,,,,,,,01,01,,Complete,25,50,,29.04,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,13/10/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Rdo rje gcod pa,LTO000328,"Library of Tibetan Works and Archives, Dharamshala",Tashi Yang ling Monastery,,,8,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,1-73,,,,,,Plant Products -> Paper / कागज,,Bauddha,,,18/06/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पार्श्वपुराण,SPI000303,"Satshrut Prabhavana Trust,Bhavanagar","032. श्री दि. जैन मंदिर, चौधरीयों का",,,3,भूधरदास जी,,,,,,,,,,,,117,"117,1",,Complete,101,,,28,12,,Plant Products -> Paper / कागज,,Purāṇa,,,13/09/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
दुर्गामानसपूजा,SDI0102960,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",इन्द्रकांत झा,,,60,,,,,,,,,,,,,3,116,,Complete,2,2,,15,11.5,,Plant Products -> Paper / कागज,,Stotra,,,13/03/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1931,,
rje blo bzang bstan yang.,LTO000063,"Library of Tibetan Works and Archives, Dharamshala",Ling Labrang Mr.Thupten Tsering  (Private),,,3,,,Tibetan,Tibetan,,,,,,,,,11,,,Complete,,,,,,,Plant Products -> Paper / कागज,,,,,16/08/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
Krshin au shn'i sha n'ma,LTI000423,"Library of Tibetan Works and Archives, Dharamshala",Sherab Hodzer Negi (Private),,,3,Buddha,,Tibetan,Tibetan,,,,,,,,,117,,,Complete,6,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Stotra,,,17/03/2006,,,No,,,,,No,No,,,,,,,manus_dt: 11/2/06,,
Ya ksha a pa ra bi shud dha n'ma,LTI000414,"Library of Tibetan Works and Archives, Dharamshala",Bhim Sain Negi (Private),,,4,Buddha,,Tibetan,Tibetan,,,,,,,,,118,,,Complete,2,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Stotra,,,15/03/2006,,,No,,,,,No,No,,,,,,,manus_dt: 5/2/06,,
Mee tra pa ni dha' na ra dza.,LTI000372,"Library of Tibetan Works and Archives, Dharamshala",Tsering Chospel Negi (Private),,,2,Buddha.,,Tibetan,Tibetan,,,,,,,,,118,,,Complete,3,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Stotra,,,25/01/2006,,,No,,,,,No,No,,,,,,,manus_dt: 28/12/05,,
Gītā,VRO000041,Vrindavan Research Institute,Mathura Caturvedi Sanskrit Mahaviddyalaya,,,1,,,Sanskrit,Devanagari,,,,,,,,,,119,,Complete,7,14,,25,10.5,,Plant Products -> Paper / कागज,Bad,Gītā,,,24/02/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1900 v.s,,
'Chi med rnga sgra zhes bya ba'i gzungs mdo bzhugs so,LTI001043,"Library of Tibetan Works and Archives, Dharamshala",Moti Gyaltsen Negi,,,3,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,1-4,,,,,,Plant Products -> Paper / कागज,,Bauddha,,,19/10/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
जीवन,SDI0097766,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",उमानाथ मिश्र,,,66,,,,,,,,,,,,,,122,,Complete,5,10,,12,8,,Plant Products -> Paper / कागज,,Kāvya,,,28/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sgo mtha' yas pa'i gzhungs bzhugs so,LTO000352,"Library of Tibetan Works and Archives, Dharamshala",Mogon Tashi Choeling (Nunnery),,,2,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Bauddha,,,03/10/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kṛṣināmā (Padditinanda),SAI026992,"Sanskrit Academy f Research For Advanced Society through Vedic &amp; Allied Tradition Of India(SARASVATI),Bhadrak",Srikant Pati,,,2,,,Oriya,Oriya,,,,,,,,,119,1,,Complete,326,652,,t46,10,2.5,Plant Products -> Palm leaf / ताड़ पत्र,,Kṛṣiśāstra,,,24/09/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Mdo mang dkar chag,LTI0008515,"Library of Tibetan Works and Archives, Dharamshala",Semsal Negi,,,15,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,4,,,,,,Plant Products -> Paper / कागज,,Itihāsa,,,14/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Lhas Khee Deebpa Rghun Gchot Pae Mdho,CIO000012,"Central Institute of Buddhist Studies, Leh",Stok Palace,Mdho Na,,2,Buddha,,Tibetan,Tibetan,,,,,,,,,Na,,,Complete,16,32,,,,,Plant Products -> Paper / कागज,,Bauddha darśana,,,26/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: Early 17th century,,
महालक्ष्मीस्तोत्र,BOO0009844,"Bhandarkar Oriental Research Institute, Pune","Vedashastrottejak Sabha, Pune",,,44,,,Sanskrit,Devanagari,,,,,,,,,,115,,Complete,,2,,,,,Plant Products -> Paper / कागज,,Stotra,,,26/06/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Rdo rje gcod pa,LTO000329,"Library of Tibetan Works and Archives, Dharamshala",Tashi Yang ling Monastery,,,9,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,1-73,,,,,,Plant Products -> Paper / कागज,,Bauddha,,,18/06/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kitāb dar Fiqh,SLO0003129,test silvertouch,Jamia Nizamia,,,29,,,Persian,Naskh,,,,,,,,,,,,Complete,93,187,,8,5.5,,,Bad,Fiqh,,,21/11/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1687 Cent.,,
Tsakra bcu gsum pa'i mdo,LTI000807,"Library of Tibetan Works and Archives, Dharamshala",Sonam Choden Lama Negi,,,7,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,2,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Bauddha,,,29/11/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
महालक्ष्मीस्तोत्र,BOO0009844,"Bhandarkar Oriental Research Institute, Pune","Vedashastrottejak Sabha, Pune",,,44,,,Sanskrit,Devanagari,,,,,,,,,,115,,Complete,,2,,,,,Plant Products -> Paper / कागज,,Stotra,,,26/06/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
कथासंग्रह,KJO0007214,"Kund-Kund Jnanapith,Tukoganj",जम्बूद्वीप पुस्तकालय,,,14,,,Hindi,Devanagari,,,Sanskrit,,,,,,120,120,,Complete,125,,,15,15,,Plant Products -> Paper / कागज,"Bad, Broken",Jaina,,,08/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
तृचाकल्प,BOO00001112,"Bhandarkar Oriental Research Institute, Pune",B.O.R.I. (Bhagali Collection),,,112,,,,,,,,,,,,,,90,,Complete,,4,,,,,Plant Products -> Paper / कागज,,Vedāṅga,,,16/06/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kṛṣināmā,SAI017194,"Sanskrit Academy f Research For Advanced Society through Vedic &amp; Allied Tradition Of India(SARASVATI),Bhadrak",Jagabandhu Samanta,,,4,,,Oriya,Oriya,,,,,,,,,121,1,,Complete,692,1304,,53,12,6,Plant Products -> Paper / कागज,,Kṛṣiśāstra,,,08/10/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
आचार्यभक्ति,KJO000745,"Kund-Kund Jnanapith,Tukoganj",ऐलक पन्नालाल दिगम्बर जैन सरस्वती भवन श्रुत भण्डार,,,5,,,Sanskrit,Devanagari,,,,,,,,,,121,,Complete,2,,,33,16,,Plant Products -> Paper / कागज,,Bhakti,,,22/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
तृचाकल्प,BOO00001112,"Bhandarkar Oriental Research Institute, Pune",B.O.R.I. (Bhagali Collection),,,112,,,,,,,,,,,,,,90,,Complete,,4,,,,,Plant Products -> Paper / कागज,,Vedāṅga,,,16/06/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Nakshtra ma'trik na'm dharni,LTI000836,"Library of Tibetan Works and Archives, Dharamshala",Mangal Singh Lama,,,6,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,3,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Bauddha,,,06/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Bhāgavata (Dvārikālīlā),NCI000651,"Saraswati, Bhadrakh",Satyananda Pani,,,1,,Bhāgīrathīpāṇi,Oriya,Oriya,,,,,,,,,89,89,,Complete,249,498,,45,3.5,19,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,30/09/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sgrol ma'i zab tig,LTI000796,"Library of Tibetan Works and Archives, Dharamshala",Shamshar Singh Lama,,,6,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,7,,,,,,Plant Products -> Paper / कागज,,Stotra,,,28/11/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Viṣṇupurāṇa (Lakṣmīsahasranām),OSI039084,"Orissa State Museum, Bhubaneswar",Chitaranjan Mahapatra,,,4,Bhagavānadāsa,,Oriya,Oriya,,,,,,,,,,,,Complete,17,34,,37,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,04/04/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1700,,
सिदकुञ्जिकास्तोत्र,SDI0102961,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",इन्द्रकांत झा,,,61,मायाकांतझा,,,,,,,,,,,,3,120,,Incomplete,1,1,,15,11.5,,Plant Products -> Paper / कागज,"Bad, Broken",Stotra,,,13/03/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1919,,
तृचाकल्प,BOO00001112,"Bhandarkar Oriental Research Institute, Pune",B.O.R.I. (Bhagali Collection),,,112,,,,,,,,,,,,,,90,,Complete,,4,,,,,Plant Products -> Paper / कागज,,Vedāṅga,,,16/06/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
शितलामंत्र,SDI0161057,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",अचल सिंह,,,57,,,,,,,,,,,,,,54,,Complete,2,,,12,7,,Plant Products -> Paper / कागज,,Mantra,,,16/09/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Dutivāhana  oṣā,SAI016852,"Sanskrit Academy f Research For Advanced Society through Vedic &amp; Allied Tradition Of India(SARASVATI),Bhadrak",Anirudha Panda,,,2,,,Oriya,Oriya,,,,,,,,,2,2/3,,Complete,80,160,,11,2,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Dharmaśāstra / Darsiyāt-i Islāmiyah,,,11/09/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
निर्वाणकाण्ड - भाषा,SPI000634,"Satshrut Prabhavana Trust,Bhavanagar","066. श्री दि. जैन मन्दिर, शांतीनाथ भगवान",,,4,,कपूरचन्द जैन,,,,,,,,,,,12,"12,25",,Complete,65 से 79,,,17,25,,Plant Products -> Paper / कागज,,Jaina,,,19/01/2007,,,No,,,,,No,No,,,,,,,manus_dt: वि.सं. 1992,,
यक्षणी कल्प,SPI000463,"Satshrut Prabhavana Trust,Bhavanagar",050. श्री दि. जैन मंदिर संघीजी (विमलनाथ जी),,,3,,,,,,,,,,,,,148,"148,1",,Complete,2,,,31,14,,Plant Products -> Paper / कागज,,Jaina,,,19/10/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Mdo sde skal bzang kha pa,LTO000364,"Library of Tibetan Works and Archives, Dharamshala",Shan Sngon Lnga Chos Ling Monastery,,,4,,,Tibetan,Tibetan,,,,,,,,,,,,Complete,512,,,,,,Plant Products -> Paper / कागज,,Bauddha,,,30/04/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
Bhāgavata,OSO0702017,"Orissa State Museum, Bhubaneswar",Vasudev Pitha,,,17,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,5,1,,Complete,135,266,,32,3,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,22/04/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
खुतबत,SDI02287110,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",खानकाह पीर दमड़िया,,,110,शाह फकरेआलम,,उर्दू,फारसी,,,,,,,,,,500,,Complete,2,,,13,27,,Plant Products -> Paper / कागज,,Stotra/Manqabat,,,17/08/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1930,,
A' rya re mnta n'ma dha' ra ni,LTI000415,"Library of Tibetan Works and Archives, Dharamshala",Bhim Sain Negi (Private),,,5,Buddha,,Tibetan,Tibetan,,,,,,,,,124,,,Complete,1,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Stotra,,,16/03/2006,,,No,,,,,No,No,,,,,,,manus_dt: 5/2/06,,
Kṛṣināmā,SAI017195,"Sanskrit Academy f Research For Advanced Society through Vedic &amp; Allied Tradition Of India(SARASVATI),Bhadrak",Jagabandhu Samanta,,,5,,,Oriya,Oriya,,,,,,,,,123,1,,Complete,698,1396,,53,12,6,Plant Products -> Paper / कागज,,Kṛṣiśāstra,,,08/10/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
