title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Śivasahasranāmastotra,IGO000691687,"Indira Gandhi National Centre for the Arts, Delhi","Rastriya Sanskrit Sansthan (Deemed University),  G.N. Jha Campus",,,1687,,,Sanskrit,Devanagari,,,,,,,,,,2419/484,,Incomplete,12,,,32.8,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Stotra,,,30/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kumārīpūjana,IGO000681803,"Indira Gandhi National Centre for the Arts, Delhi","Hindi Sahitya Sammelan, Allahabad",,,1803,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,,,,Incomplete,,,,,,,Plant Products -> Paper / कागज,,Karmakāṇḍa,,,15/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Mahābhārata (Harivaṁśa),IGI2211814,"Indira Gandhi National Centre for the Arts, Delhi","Chaitanyacharan Mahapatra, Kuruda",,,14,,,Oriya,Oriya,,,,,,,,,,9,,Complete,179,358,,20,7,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa,,,08/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Rasāyanasāraprati,IGO00034202,"Indira Gandhi National Centre for the Arts, Delhi","Sri Kasiraj Sarasvati Bhandar, Rama Nagar, Varanasi",,,202,Śayāmasundarācāryakī,,,,,,,,,,,,23,129,,Incomplete,,552,,,,,,"Bad, Worm eaten",,,,27/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: s.1915,,
Ṛgvedasaṃhitā,IGO00062316,"Indira Gandhi National Centre for the Arts, Delhi","Sri Vallabharama Saligram Samveda Vidayalaya (Laksanam Pustakalaya), Varanasi",,,316,,Pānagāvakareṇa,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,,2451,,Complete,1028,,,,,,Plant Products -> Paper / कागज,,Veda,,,15/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1852.,,
Baṭukabhairavasahasranāmastotra,IGO000642156,"Indira Gandhi National Centre for the Arts, Delhi","Allahabad Sangrhalaya,Azad Park (Company Garden)",,,2156,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,53,354,,Incomplete,20,,,,,,Plant Products -> Paper / कागज,Bad,Darśana,,,15/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Goprasavaśānti,IGI03610425,"Indira Gandhi National Centre for the Arts, Delhi",Sampurnand Sanskrit Visvavidyalaya Saraswati Bhawan,,,425,Anantācārya,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,,7151,,Incomplete,2,,,8.7,3.4,,Plant Products -> Paper / कागज,"Bad, Brittle",Karmakāṇḍa,,,15/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Saṅkaṭamocanaṣṭaka,IGO000642155,"Indira Gandhi National Centre for the Arts, Delhi","Allahabad Sangrhalaya,Azad Park (Company Garden)",,,2155,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,78,2033,,Incomplete,4,,,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Darśana,,,15/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,,
Prayogamukha,IGO00034203,"Indira Gandhi National Centre for the Arts, Delhi","Sri Kasiraj Sarasvati Bhandar, Rama Nagar, Varanasi",,,203,Dharmakīrti,,Not Available,Not Available,,,Not Available,Not Available,,,Not Available,Not Available,8,85,,Complete,,96,,,,,Plant Products -> Paper / कागज,,Not Available,,,15/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1604,,
Caṇḍīpāthakrama,IGO000691688,"Indira Gandhi National Centre for the Arts, Delhi","Rastriya Sanskrit Sansthan (Deemed University),  G.N. Jha Campus",,,1688,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,,1649/340,,Complete,66,66,,22.3,11.7,,Plant Products -> Paper / कागज,,Tantra,,,15/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1905 Samvat,,
