title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Taittirīyasaṁhitā,OMO00013349,"Oriental Research Institute, Mysore",Oriental Research Institute (CP),-,,349,-,-,Sanskrit,Nandinagari,-,-,,,,,,,-,P.10604,,Incomplete,1-75,-,-,44,3.5,-,Plant Products -> Palm leaf / ताड़ पत्र,,Saṁhitā,,,08/08/2006,,,No,,,,,No,No,,,,,,,manus_dt: -,,
Śrīvaiṣṇavadharmasaṅgrahaḥ,OMO00009843,"Oriental Research Institute, Mysore",Oriental Research Institute (KVR),-,,843,-,-,Sanskrit,Telugu,-,-,,,,,,,-,C.2328,,Incomplete,27,,,32,13.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Dharmaśāstra,,,07/04/2005,,,No,,,,,No,No,,,,,,,manus_dt: -,,
Bhāratanighaṇṭu,OMI00002276,"Oriental Research Institute, Mysore",POST SURVEY (A.N.BHAT),-,,276,-,-,Kannada,Kannada,-,-,,,,,,,-,366/06,,Complete,1-4,-,-,8.7,2.3,-,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Not Available,,,14/02/2007,,,No,,,,,No,No,,,,,,,manus_dt: -,,
Puruṣottamamantraḥ,OMO00005445,"Oriental Research Institute, Mysore",Oriental Research Institute (DPM),-,,445,-,-,Sanskrit,Nandinagari,-,-,,,,,,,-,P.9644/38,,Complete,1,,,40,4,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Tantra,,,17/07/2006,,,No,,,,,No,No,,,,,,,manus_dt: -,,
Garbhādhikāra,NIO01002359,"National Institute Of Prakrit Studies & Research,Shravanabelagola",Śrī Maṃjunātēśwara Cultural Research Foundation,,,359,,,Kannada,Kannada,,,,,,,,,907,1,,Incomplete,1-183,183,,34,4.5,9.5,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Kāvya,,,07/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Śiśupālavadhaṃ,OMO00006326,"Oriental Research Institute, Mysore",Oriental Research Institute (RR),-,,326,Māghaḥ,-,Sanskrit,Grantha,-,-,,,,,,,-,P. 7202/1,,Incomplete,107,,-,29.5,3.5,-,Plant Products -> Palm leaf / ताड़ पत्र,,Padyakāvya,,,28/02/2005,,,No,,,,,No,No,,,,,,,manus_dt: -,,
Kapinśaṣṭhī vrataṃ,KMO00002138,"Keladi Museum &amp; Historical Research,Sagar Tq","Sri Sharada Peetha Shankar Mutt, Sringeri,",,,138,,,Sanskrit,Nandinagari,,,,,,,,,320,320.4,,Complete,11,,-,37,5.2,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Dharmaśāstra,,,10/05/2006,,,No,,,,,No,No,,,,,,,manus_dt: unknown,,
Uddaraṇe Paṭala,NII00001325,"National Institute Of Prakrit Studies & Research,Shravanabelagola",Shrī Jagadguru Murugharājēndra Bṛhanmaṭha,,,325,,,Kannada,Kannada,,,,,,,,,175,1,,Complete,1-35,,,38,5,6,Plant Products -> Palm leaf / ताड़ पत्र,,Āgama,,,20/08/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Vyavahāragaṇita,OMI00002275,"Oriental Research Institute, Mysore",POST SURVEY (A.N.BHAT),-,,275,Rājāditya,-,Kannada,Kannada,-,-,,,,,,,-,14,,Complete,-,1-81,-,12.8,7.8,-,Plant Products -> Paper / कागज,,Mathematics,,,14/02/2007,,,No,,,,,No,No,,,,,,,manus_dt: -,,
Saṅkṣēpaśāvivkavyākhyānaṃ,KMO00002139,"Keladi Museum &amp; Historical Research,Sagar Tq","Sri Sharada Peetha Shankar Mutt, Sringeri,",,,139,,,Sanskrit,Telugu,,,,,,,,Indus,369,369,,Complete,167,,End folios,48.5,4.7,,,Bad,Vedāṅga,,,11/05/2006,,,No,,,,,No,No,,,,,,,manus_dt: un known,,
Kṣurikalakṣaṇanirṇayaḥ,OMO00006327,"Oriental Research Institute, Mysore",Oriental Research Institute (RR),-,,327,-,-,Sanskrit,Nandinagari,-,-,,,,,,,-,P.9286/31,,Complete,89-90,-,-,40,3.5,-,Plant Products -> Palm leaf / ताड़ पत्र,Bad,,,,02/12/2006,,,No,,,,,No,No,,,,,,,manus_dt: -,,
Bhagavatīkīlakam,OMO00012213,"Oriental Research Institute, Mysore",Oriental Research Institute (SJ),-,,213,-,,Sanskrit,Devanagari,-,-,,,,,,,-,C.4592/7,,Complete,14-15,-,-,18,9,-,Plant Products -> Paper / कागज,"Bad, Brittle",Stotra,,,03/05/2006,,,No,,,,,No,No,,,,,,,manus_dt: -,,
