title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Bharatvājanāḍl-22,TNI00086186,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V. Deemed University ,Bharadvajanadi",,,186,Bharatvāja,,Tamil,Tamil,,,,,,,,,22,BA 22,,Complete,36,72,,33,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,26/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Agastya Nāḍi - 1241,TNI00085493,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V., Deemed University, No-36, New State Bank Colony",,,493,Agastya,,Tamil,Tamil,,,,,,,,,,,,Complete,20,40,,33,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,01/01/2000,,,No,,,,,No,No,,,,,,,manus_dt:,,
Āgamakrama,TNO00056146,S.C.S.V.M.V(Deemed University),"A.R. Manivanna Bhattaccharya, South  Mada st Thiruvallur",,,146,,,Sanskrit,Grantha,,,,,,,,,173,AR173,,Incomplete,23,46,,30,3,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Broken",Āgama,,,30/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kūttupāṭṭu ( 26),TNI0000225,S.C.S.V.M.V(Deemed University),"G.Haridoss, Thiruvallur",,,25,,,Tamil,Tamil,,,,,,,,,13,GH 48,,Incomplete,20,40,Front & rear is missing,21,3,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Broken",Stotra/Manqabat,,,19/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Anumanvarṇanai,TNI0000224,S.C.S.V.M.V(Deemed University),"G.Haridoss, Thiruvallur",,,24,,,Tamil,Tamil,,,,,,,,,11,GH 31,,Incomplete,4,8,Rear part is missing,20,3,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Broken",Kathā/Dāstān/Qiṣṣah,,,19/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Maccamunināḍi-2174,TNI00082224,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V., Deemed University, Maccamunijothida",,,224,Maccamuni,,Tamil,Tamil,,,,,,,,,2174,MN2174,,Complete,43,86,,26,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,23/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Agastya Nāḍl-1577,TNI00085492,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V., Deemed University, No-36, New State Bank Colony",,,492,Agastya,,Tamil,Tamil,,,,,,,,,,,,Complete,21,42,,33,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,29/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Akattiyarparipāṣai- 600,IAO000013012,Institute of Asian Studies,Institute of Asian Studies,,,3012,Akattiyar,,Tamil,Tamil,,,,,,,,,708,708-b,,Complete,19,,,31,3.1,,Plant Products -> Palm leaf / ताड़ पत्र,,,,,10/11/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
Tamilpāsuraṅkal 256,TNI00079228,S.C.S.V.M.V(Deemed University),"Sri V. Alagiya Manavalan, Kulittalai",,,228,,,Tamil,Tamil,,,,,,,,,256,AM 256,,Complete,4,8,,20,14,,Plant Products -> Palm leaf / ताड़ पत्र,,Stotra/Manqabat,,,19/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Agattiyarnāḍi 1594,TNI00084319,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V, Deemed University, Agathiar nadi Jothdanilavam",,,319,Agattiyar,,Tamil,Tamil,,,,,,,,,1594,AGA 1594,,Complete,27,54,,20,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,27/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Turucu Cunnam Purana Cuttiram,IAO000013013,Institute of Asian Studies,Institute of Asian Studies,,,3013,,,Tamil,Tamil,,,,,,,,,649,649 Z,,Incomplete,4,,,29,3.3,,Plant Products -> Palm leaf / ताड़ पत्र,,,,,10/11/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
Cintamani Kulicai,IAO000013014,Institute of Asian Studies,Institute of Asian Studies,,,3014,,,Tamil,Tamil,,,,,,,,,201,201-i,,Complete,2,,,28,3.5,,Plant Products -> Palm leaf / ताड़ पत्र,,,,,10/11/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
Cippiney Castiram,IAO000013015,Institute of Asian Studies,Institute of Asian Studies,,,3015,,,Tamil,Tamil,,,,,,,,,71,71 b,,Complete,3,,,35,3,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,,,,10/11/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
Cutti Murai,IAO000013016,Institute of Asian Studies,Institute of Asian Studies,,,3016,,,Tamil,Tamil,,,,,,,,,491,491,,Incomplete,51,,,28,3.5,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,,,,10/11/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
Agattiyarnāḍi 1621,TNI00084320,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V, Deemed University, Agathiar nadi Jothdanilavam",,,320,Agattiyar,,Tamil,Tamil,,,,,,,,,1621,AGA 1621,,Complete,30,60,,19,2,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,29/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Agastya Nāḍl-1580,TNI00085494,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V., Deemed University, No-36, New State Bank Colony",,,494,Agastya,,Tamil,Tamil,,,,,,,,,,,,Complete,22,44,,33,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,29/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sārangiṇī,TNO00056147,S.C.S.V.M.V(Deemed University),"A.R. Manivanna Bhattaccharya, South  Mada st Thiruvallur",,,147,,,Tamil,Tamil,,,,,,,,,7,AR 7,,Complete,55,110,,33,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Stotra/Manqabat,,,29/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Maccamunināḍi-2125,TNI00082226,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V., Deemed University, Maccamunijothida",,,226,Maccamuni,,Tamil,Tamil,,,,,,,,,2125,MN2125,,Complete,32,64,,22,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,22/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Āmalakakṛtam,TNO00049308,S.C.S.V.M.V(Deemed University),"Arogya Siddha Vaidhayasalai , Kilpauk, Chennai",,,308,Agastiyar,,Tamil,Tamil,,,,,,,,,251,SR251,,Complete,10,20,,31,3,,Plant Products -> Palm leaf / ताड़ पत्र,,,,,30/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Maccamunināḍi-2101,TNI00082225,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V., Deemed University, Maccamunijothida",,,225,Maccamuni,,Tamil,Tamil,,,,,,,,,2101,MN2101,,,32,64,,22,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,22/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Tārabala,TNI0000468,S.C.S.V.M.V(Deemed University),"R.M.S. Rajendra Josiar, Thiruvallur",,,68,,,Sanskrit,Grantha,,,,,,,,,13,RJ 13,,Incomplete,24,48,Rear part is missing,30,3,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Broken",Jyotiṣa,,,19/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Maccamunināḍi-2186,TNI00082227,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V., Deemed University, Maccamunijothida",,,227,Maccamuni,,Tamil,Tamil,,,,,,,,,2186,MN2186,,Complete,43,86,,22,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,23/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kāyāppuṇṇukkueṇṇey,IAO000013017,Institute of Asian Studies,Institute of Asian Studies,,,3017,,,Tamil,Tamil,,,,,,,,,506,506-B,,Complete,,2,,14,4,,Plant Products -> Palm leaf / ताड़ पत्र,,,,,01/01/2003,,,No,,,,,No,No,,,,,,,manus_dt:,,
Puruṣasūkta,TNI00132453,S.C.S.V.M.V(Deemed University),"K.Venkateswaran, Agraharam",,,453,,,Sanskrit,Grantha,,,,,,,,,68,140,,Complete,,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Mantra,,,20/11/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Deśikamaṅgala,TNO00056148,S.C.S.V.M.V(Deemed University),"A.R. Manivanna Bhattaccharya, South  Mada st Thiruvallur",,,148,,,Tamil,Tamil,,,,,,,,,34,AR 34,,Complete,32,64,,18,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Stotra/Manqabat,,,29/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kauśikaranāḍi-157,TNI00083249,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V.,Deemed University, Kausikar Nadi Jothida Nilayam",,,249,Kauśikara,,Tamil,Tamil,,,,,,,,,157,KA157,,Complete,30,60,,18,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,23/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Anumanlaṅkaipākutal,TNI0000226,S.C.S.V.M.V(Deemed University),"G.Haridoss, Thiruvallur",,,26,,,Tamil,Tamil,,,,,,,,,12,GH 36,,Incomplete,22,44,Rear part is missing,16,2.5,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Broken",Kathā/Dāstān/Qiṣṣah,,,19/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Bharatvājanāḍl-34,TNI00086187,S.C.S.V.M.V(Deemed University),"S.C.S.V.M.V. Deemed University ,Bharadvajanadi",,,187,Bharatvāja,,Tamil,Tamil,,,,,,,,,34,BA 34,,Complete,20,40,,33,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,26/03/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Cevvencatastatturupural,TNO0005925,S.C.S.V.M.V(Deemed University),"Kumara Mathama, Sirvai Adheenam",,,25,,,Tamil,Tamil,,,,,,,,,18,14,,Complete,4,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Saṅgīta/Mawsīqī,,,19/04/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Akattiyarparipāṣai-500,IAO000013018,Institute of Asian Studies,Institute of Asian Studies,,,3018,Akattiyar,,Tamil,Tamil,,,,,,,,,708,708-A,,Complete,17,,,31,3.1,,Plant Products -> Palm leaf / ताड़ पत्र,,,,,10/11/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
Tirutturaiyurśivapirānpatikam,TNI00159674,S.C.S.V.M.V(Deemed University),"Kaumara Matham,Coimbatore",,,674,,,Tamil,Tamil,,,,,,,,,23,84,,Complete,2,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Saṅgīta/Mawsīqī,,,01/01/2000,,,No,,,,,No,No,,,,,,,manus_dt:,,
Viluppuramninravigneśvarane,TNI00159675,S.C.S.V.M.V(Deemed University),"Kaumara Matham,Coimbatore",,,675,,,Tamil,Tamil,,,,,,,,,23,77,,Complete,2,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Saṅgīta/Mawsīqī,,,01/01/2000,,,No,,,,,No,No,,,,,,,manus_dt:,,
