title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Śivapurāṇa,IGI2204834,"Indira Gandhi National Centre for the Arts, Delhi","Ramachandra Parhi, Khirakona",,,34,,Sādhucaraṇaparhi,Oriya,Oriya,,,,,,,,,1,1,,Complete,218,420,,38,4,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,28/12/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1305 Sal,,
Savaivachasālaliṁgārīvāta,ROI0000526931,"Rajasthan Oriental Research Institute, Jodhpur",05 राजस्थान प्राच्य विद्या प्रतिष्ठान,,,26931,,,,,,,,,,,,,,6982,,,,8,,10.5,23.5,,,"Bad, Worm eaten",,,,04/01/1980,,,No,,,,,No,No,,,,,,,manus_dt: 1866 Saṁvad,,
Harivaṁśa,IGI221493,"Indira Gandhi National Centre for the Arts, Delhi","Sambhunath Panda, Kedarpur",,,3,,,Oriya,Oriya,,,,,,,,,6,,,Complete,100,200,,,,,Plant Products -> Paper / कागज,,Purāṇa,,,14/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Lakṣmīpurāṇa,IGI221494,"Indira Gandhi National Centre for the Arts, Delhi","Sambhunath Panda, Kedarpur",,,4,,,Oriya,Oriya,,,,,,,,,2,,,Incomplete,200,400,,5,10,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,14/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Arditavāta,IGI21870596,"Indira Gandhi National Centre for the Arts, Delhi","Niranjan Mishra, Nilakanthapur",,,596,Mādhavakara,,Sanskrit,Oriya,,,,,,,,,1,1.141,,Complete,1,108,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Āyurveda,,,15/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sandhāsuravadha (Harivaṁśa),IGI22325240,"Indira Gandhi National Centre for the Arts, Delhi","Harekrushna Das,Garadapur",,,240,,Nārāyaṇadāsa,Oriya,Oriya,,,,,,,,,,,,Incomplete,32,64,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Purāṇa,,,28/03/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Lakṣmīpurāṇa,IGI221527,"Indira Gandhi National Centre for the Arts, Delhi","Syamsundar Panda, Mallipur",,,7,,,Oriya,Oriya,,,,,,,,,2,,,Complete,260,520,,6,12,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,15/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Āṭhavargādijyotiṣavicāra,ROI0000526930,"Rajasthan Oriental Research Institute, Jodhpur",05 राजस्थान प्राच्य विद्या प्रतिष्ठान,,,26930,,,,,,,,,,,,,,6981,,,,4,,11,25,,,"Bad, Worm eaten",,,,04/01/1980,,,No,,,,,No,No,,,,,,,manus_dt: 19 Cent,,
Caṇḍīsādhanā,IGI2215315,"Indira Gandhi National Centre for the Arts, Delhi","Ganesh Mishra, Mukteswarpur",,,15,,,Sanskrit,Devanagari,,,,,,,,,12,,,Complete,200,400,,4,100,,Plant Products -> Paper / कागज,Bad,Tantra,,,15/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
Nemīnāthabārāmāsā,ROI0000526932,"Rajasthan Oriental Research Institute, Jodhpur",05 राजस्थान प्राच्य विद्या प्रतिष्ठान,,,26932,,,,,,,,,,,,,,6904,,,,4-16,,10.5,25.5,,,"Bad, Worm eaten",,,,08/05/2013,,,No,,,,,No,No,,,,,,,manus_dt: 19th CENT,,
