title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Ābhijñānaśākuntala,IGI0000433118,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33118,Kālidāsa,,Sanskrit,Devanagari,,,,,,,,,,104467,,Complete,45,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,29/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kavikalpadruma,IGI0000433126,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33126,,,Sanskrit,Bengali,,,,,,,,,,,,Complete,3,,,,,,Plant Products -> Paper / कागज,,,,,27/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
लघुशब्देन्दुशेखर -  सटीक,IGI0000433120,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33120,,,Sanskrit,Devanagari,,,,,,,,,,39515,,Incomplete,12,,,,,,Plant Products -> Paper / कागज,,,,,11/09/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
Kātantra,IGI0000433124,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33124,,,Sanskrit,Bengali,,,,,,,,,,103525,,Complete,211,,,,,,Plant Products -> Paper / कागज,,,,,26/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
दशकुमारकथासार,IGI0000433122,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33122,रामचन्द्र,,Sanskrit,Devanagari,,,,,,,,,,42053,,Incomplete,44,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,11/09/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
Tattvabodhinī,IGI0000433119,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33119,Jñānendrasarasvatī,,Sanskrit,Devanagari,,,,,,,,,,103916,,Complete,538,,,,,,Plant Products -> Paper / कागज,,,,,28/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
Paribhāṣenduśekharaṭīkā,IGI0000433123,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33123,,,Sanskrit,Devanagari,,,,,,,,,,103461,,Complete,5,,,,,,Plant Products -> Paper / कागज,,,,,25/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
Avyayībhāva,IGI0000433125,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33125,,,Sanskrit,Bengali,,,,,,,,,,103627,,Complete,1,,,,,,Plant Products -> Paper / कागज,,,,,27/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
कातन्त्रसूत्रवृत्ति,IGI0000433121,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33121,काशीश्वर  ?,,Sanskrit,Devanagari,,,,,,,,,,39680,,Incomplete,4,,,,,,Plant Products -> Paper / कागज,,Kātantra Vyākaraṇa,,,11/09/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
Ṣaṭkāraṭīkā,IGI0000433127,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33127,,,Sanskrit,Bengali,,,,,,,,,,103557,,Complete,13,,,,,,Plant Products -> Paper / कागज,,,,,26/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
कातन्त्रपरिशिष्टसूत्र,IGI0000433129,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33129,,,Sanskrit,Devanagari,,,,,,,,,,39676,,Incomplete,6,,,,,,Plant Products -> Paper / कागज,,Kātantra Vyākaraṇa,,,11/09/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
प्रौढमनोरमा,IGI0000433130,"Indira Gandhi National Centre for the Arts, Delhi","S.B.L, Varanasi",,,33130,हनुमान् ?,,Sanskrit,Devanagari,,,,,,,,,,39749,,Incomplete,92,,,,,,Plant Products -> Paper / कागज,,,,,11/09/2004,,,No,,,,,No,No,,,,,,,manus_dt:,,
