title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Siyar-i Muḥammadī,SLO000022287,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2287,Muḥammad ʻAlī Sāmānī,,Persian,Nastaliq,,,,Naskh,,,,,,1728,,Complete,63,126,,25.5,14.5,,,,Taṣawwuf,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th Century,,
Qiṣṣah-i Mawlānā Jāmī,SLO000022295,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2295,,,Persian,Nastaliq,,,,,,,,,,6213/168,,Complete,30,60,,19,12,,,,Vaṁśāvalī/‘Ilm al-Ansāb,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1255H/1839 AD,,
Muntaḵẖab Aśʻār,SLO000022288,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2288,,Zain al-Dīn Bahbahānī @ Majnūn,Persian,Nastaliq,,,,,,,,,,344,,Complete,207,414,,28.5,18,,,,Dīwān,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1099/1688 AD.,,
Baḥr al-Ḥayāt,SLO000022290,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2290,Śaiḵẖ Badr al-Dīn,,Persian,Nastaliq,,,,,,,,,,1808,,Complete,153,306,,21,13,,,,Taṣawwuf,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th Cent,,
Tārīḵẖ-i Śamsīr Ḵẖānī,SLO000022294,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2294,Tawakkul Baig,,Persian,Nastaliq,,,,,,,,,,5531,,Complete,164,328,,22,20,,,,Itihāsa/Tārīḵẖ,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1772 AD,,
Śarḥ-i Bismillāh,SLO000022292,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2292,,,Persian,Nastaliq,,,,,,,,,,1816,,Complete,4,8,,12.5,17.5,,,,Taṣawwuf,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 17th Cent,,
Tārīḵẖ-i Bahmaniyah (Vol. I),SLO000022296,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2296,Muḥammad ʻAbd Allāh Qādirī,,Persian,Nastaliq,,,,,,,,,,2516,,Complete,344,688,,21,12,,,,Itihāsa/Tārīḵẖ,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1098 AH/ 1687 AD,,
Risālah-i Istiġnā,SLO000022289,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2289,Ḥaḏrat Maḵẖdūm,,Persian,Nastaliq,,,,,,,,,,6577/532,,Complete,9,18,,18,12,,,,Taṣawwuf,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th Cent Ad,,
Risālah-i Jafar,SLO000022291,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2291,Muḥammad Saʻīd,,Persian,Naskh,,,,,,,,,,170,,Complete,9,18,,15.5,15,,,,Jafar,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th cent.,,
Ḵẖair al-Bayān,SLO000022293,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2293,Jamāl Muḥammad Muzakkī,,Persian,Nastaliq,,,,,,,,,,t1696,,Complete,216,432,,28,19,,,,Taṣawwuf,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1680 AD,,
"Majmūʻah-i Rasāʼil (1. ʻIlm-i Riyāḏī, 2. Ramal)",SLO000022299,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2299,,,Persian,Nastaliq,,,,,,,,,,196,,Complete,37,74,,23,14,,,,Gaṇita/Riyāḏiyāt,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th cent,,
Tārīḵẖ-i Muẓaffarī,SLO000022298,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2298,Muḥammad ʻAlī Ḵẖān Anṣārī,,Persian,Nastaliq,,,,,,,,,,450,,Complete,247,494,,27,17 1/2,,,,Itihāsa/Tārīḵẖ,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1202/1787 AD,,
Risālah-i Sāʻāt Ṯulūʻ wa Ġurūb Āftāb,SLO000022297,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2297,Śāh Yūsuf Ḥusain Makkī al-Qādirī,,Persian,Nastaliq,,,,,,,,,,6788/743,,Complete,14,28,,14 1/2,8,,,,Fiqh,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th century AD,,
Tuḥfat al-Muḥibbīn,SLO000022300,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2300,ʻImād,,Persian,Nastaliq,,,,,,,,,,138,,Complete,43,86,,16,9,,,,Kāvya/Fann al-Śi‘r,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 16th cent.,,
Risālah Ṣarf,SLO000022303,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2303,,,Arabic,Naskh,,,,Nastaliq,,,,,,5008,,Complete,40,80,,19,15,,,"Bad, Worm eaten",,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1848 AD,,
"1. Risālah-i Sulūk-i Ḥaḏrāt-i Naqśbandīyah (Ḥujjat al-Śarf), 2. Maslak al-Salām",SLO000022301,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2301,"1. Śaiḵẖ Śarf al-Dīn Muḥammad Zahgīr, 2. Sayyid Abū al-Ḥasan Muḥīy al-Dīn",,Persian,Nastaliq,,,,,,,,,,1699,,Complete,57,114,,31.5,19.5,,,"Bad, Brittle",Taṣawwuf,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 20 Cent,,
Risālah-i Daryāʼ-i Śahādat,SLO000022304,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2304,Śaiḵẖ Muḥammad,ʻĀlam Śer Ḵẖān,Persian,Nastaliq,,,,,,,,,,6524/479,,Complete,2,4,,32,29.5,,,,Taṣawwuf,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1897 Ad,,
"1. Risālah-i Ḥaḏrat Śāh Ḵẖāmoś, 2. Kalām-i Amīr ʻĀrif Śāh Ḥuḏūr Allāh, 3. Risālah-i Asmāʼ al-Asrār",SLO000022302,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2302,"1. Śaiḵẖ Muḥammad Faḏl Allāh, 2. Śāh Ḥuḏūr Allāh, 3. Sayyid Muḥammad Ḥusainī Gaisū Darāz",Ḥājī Sayyid Śāh Nidā,Persian,Nastaliq,,,,,,,,,,6299/254,,Complete,15,30,,20.5,14,,,"Bad, Worm eaten",Taṣawwuf,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1195H/1782 AD,,
Śarḥ-i Qaṣīdah-i Amālī,SLO000022305,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2305,,,Persian,,,,Arabic,,,,,,,6842/797,,Complete,39,78,,18 1/2,12,,,,Kāvya/Fann al-Śi‘r,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1158/1745 AD,,
"1. Risālah-i Nujūm wa Ramal, 2. Ṯarīqah-i Waqt dar Tilāwat-i Qurān",SLO000022306,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2306,ʻAbd al-Qādir Rūyānī,Śaiḵẖ Muḥammad,Persian,Nastaliq,,,,,,,,,,37,,Complete,9,18,,20.5,11,,,"Bad, Worm eaten",Jyotiṣa,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 1094H /1682-83AD,,
Tarjumat al-Ṣalāt,SLO000022307,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2307,Muḥsin bin Murtaḏā,,Persian,Nastaliq,,,,,,,,,,6818/773,,Complete,28,56,,22,12 1/2,,,,Fiqh,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th century AD,,
"Kitāb-i ʻAmaliyāt wa Ṯabāʼiʻ Ḥurūf wa Ṯarīq pur Kardan Nuqūś, Ṯarīq Daʻwat",SLO000022309,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2309,,,Persian,Nastaliq,,,,,,,,,,283,,Complete,100,200,,19,14,,,,Tantra/Ṯilism,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th cent.,,
Śamāʼil-i Atqiyā Muqaddas,SLO000022308,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2308,Śāh Kawṯẖat,,Persian,Nastaliq,,,,,,,,,,6540/495,,Complete,51,102,,29,19,,,,Taṣawwuf,,,26/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 20th Cent,,
Ḵẖulāṣat al-Sulūk,SLO000022310,test silvertouch,Andhra Pradesh Govt. Oriental Manuscripts Library & Research Institute,,,2310,Abū Naṣr Ṯāhir,,Persian,Nastaliq,,,,,,,,,,1730,,Complete,109,218,,26.5,16.5,,,,Taṣawwuf,,,25/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19th Cent,,
