title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
खरतरगच्छपद्यावली (जिनसूरि),ROI0015116117,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16117,,,Sanskrit,Devanagari,,,,,,,,,5,7545,,Complete,,5,,,,,Plant Products -> Paper / कागज,,Jaina,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
चतुःषष्टि योगिनी नाम स्तोत्र,ROI0015116125,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16125,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7098,,Complete,1,,,18.9,10.4,,Plant Products -> Paper / कागज,,Stotra,,,16/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 19वीं श.,,
भागवत पचीसी कवित्त,ROI0015116123,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16123,,,Rajasthani,Devanagari,,,,,,,,,5,7352,,Complete,,2,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
हरिरस,ROI0015116124,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16124,ईश्वरदास,,Rajasthani,Devanagari,,,,,,,,,5,7425,,Complete,,5,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
षोडश श्राद्ध कर्तव्य,ROI0015116120,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16120,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7192,,Incomplete,2,,"1-24, 26-28",18.8,12.5,,Plant Products -> Paper / कागज,,Śrāddha,,,16/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 17वीं श.,,
दोहा सवैया,ROI0015116122,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16122,बनारसीदास,,Rajasthani,Devanagari,,,Sanskrit,Not Available,,,Not Available,Not Available,5,7384,,Complete,,6,,,,,Plant Products -> Paper / कागज,,Nītiśāstra,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
शनिकथा,ROI0015116118,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16118,,हंसराज,Rajasthani,Devanagari,,,,,,,,,5,7317,,Complete,,8,,,,,Plant Products -> Paper / कागज,,Kathā/Dāstān/Qiṣṣah,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1882वि.सं,,
थमणोसेरीसासंखेश्वरपार्श्वस्तवन,ROI0015116119,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16119,प्रेमविजय,,Rajasthani,Devanagari,,,,,,,,,5,7730,,Complete,,15,,,,,Plant Products -> Paper / कागज,,Jaina,,,21/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1858वि.सं,,
मदनकुमार शतक,ROI0015116121,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16121,दास,रत्नप्रमोद,Rajasthani,Devanagari,सुंदरीगजल,जटमल,,,,,,,5,7312,,Complete,,4,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1851वि.सं,,
मेघ कुवर सिज्झाय,ROI0015116127,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16127,पुनो,,Rajasthani,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7234,,Incomplete,3,,अंत में,,,,Plant Products -> Paper / कागज,,Jaina,,,16/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 19वीं श.,,
विष्णु शतनाम स्तोत्र (विष्णु पुराणे),ROI0015116128,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16128,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7084,,Complete,1,,,22,8.7,,Plant Products -> Paper / कागज,,Stotra,,,15/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 19वीं श.,,
चातुः श्लोकी भागवत,ROI0015116126,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16126,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7139,,Incomplete,73,,"3-4, 6",17.6,16.6,,Plant Products -> Paper / कागज,,Stotra,,,16/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 19वीं श.,,
Mahālakṣmī  pūjā,DHO00060133,"Dr. Harisingh Gour University,Sagar",Parshvanath digambara Jain Mandir Dalpatpur,,,133,,,Sanskrit,Devanagari,,,,,,,,,10,12,,Complete,3,6,,18.9,14.4,,Plant Products -> Paper / कागज,,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,19/05/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
Ātmānuśāsana,DHO00068128,"Dr. Harisingh Gour University,Sagar",Digember jain mandir Bijabar,,,128,,Phatehacandra,Hindi,Devanagari,,,,,,,,,11,7,,Complete,123,246,,28.7,16.8,,Plant Products -> Paper / कागज,,Darśana,,,10/07/2010,,,No,,,,,No,No,,,,,,,manus_dt: 1857 A.D.,,
मयाजी का संथारा की ढाल झूपडी रो तान,ROI0015116129,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16129,मनसाराम,,Rajasthani,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7658,,Complete,,5,,,,,Plant Products -> Paper / कागज,,Jaina,,,21/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 20वीं श.,,
Pārśvanātha pūjā,DHO00068127,"Dr. Harisingh Gour University,Sagar",Digember jain mandir Bijabar,,,127,,,Hindi,Devanagari,,,,,,,,,10,22,,Incomplete,12,24,1-2,18.7,13.5,,Plant Products -> Paper / कागज,,Jaina,,,10/07/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
उपदेशसप्तति,ROI0015116130,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16130,सोमधर्म,,Sanskrit,Devanagari,,,,,,,,,5,7512,,Incomplete,,21,,,,,Plant Products -> Paper / कागज,,Jaina,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 17वीं श.,,
रत्नपरीक्षा - बालावबोध,ROI0015116135,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16135,,,Rajasthani,Devanagari,,,,,,,,,5,7490,,Incomplete,,2,,,,,Plant Products -> Paper / कागज,,Jyotiṣa,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
कुतुबुद्दीन वार्ता,ROI0015116133,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16133,,,Rajasthani,Devanagari,,,,,,,,,5,7322,,Complete,,5,,,,,Plant Products -> Paper / कागज,,Itihāsa/Tārīḵẖ,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1728वि.सं,,
जन्माभिषेकविधि व महावीरकल्प,ROI0015116132,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16132,,,Sanskrit,Devanagari,,,,,,,,,5,7520,,Incomplete,,4,,,,,Plant Products -> Paper / कागज,,Jaina,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
शनिकथा,ROI0015116136,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16136,,,Rajasthani,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7273,,Complete,,8,,,,,Plant Products -> Paper / कागज,,Jaina Pūjā,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 20वीं श.,,
सुकृत संकीर्तन,ROI0015116131,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16131,अरिसिंह,आनंदविमल सूरि,Sanskrit,Devanagari,,,,,,,,,5,7503,,Complete,,12,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 16वीं श.,,
अवतार चरित्र (कृष्णावतार),ROI0015116134,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16134,नरहरिदास,,Hindi,Devanagari,,,,,,,,,5,7323,,Complete,,27,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1728वि.सं,,
बिहारी सतसई,ROI0015116137,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16137,बिहारी,,Hindi,Devanagari,,,,,,,,,5,7328,,Incomplete,,4,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
विहरमान को तवन,ROI001761851,"Rajasthan Oriental Research Institute, Jodhpur","आचार्य विनय चंद, ज्ञान मण्डल ट्रस्ट, लाल भवन, चौड़ा रास्ता, जयपुर",,,1851,,,Rajasthani,Devanagari,,,Hindi,,,,,,,1795/2,,Complete,1,1,,22,10.8,,Plant Products -> Paper / कागज,,Jaina,,,16/03/2011,,,No,,,,,No,No,,,,,,,manus_dt: 19 वीं,,
हनुमान अष्टक,ROI0015116139,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16139,तुलसीदास,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7052,,Incomplete,2,,"1, 3-4, अंत में",23,10.5,,Plant Products -> Paper / कागज,,Stotra,,,15/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 19वीं श.,,
अष्टाध्यायी एकादश काण्ड,ROI0015116140,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16140,पाणिनी,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7247,,Incomplete,,9,,,,,Plant Products -> Paper / कागज,Bad,,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 17वीं श.,,
चरमपदरा थोकडो आदि,ROI0015116141,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16141,,,Rajasthani,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7253,,Complete,,1,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Jaina,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 20वीं श.,,
देवगुरुपाठपदानि,ROI0015116142,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16142,,,Rajasthani,Devanagari,,,,,,,,,5,7618,,Complete,,3,,,,,Plant Products -> Paper / कागज,,Jaina,,,21/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 20वीं श.,,
रसविलास,ROI0015116138,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16138,गोपाल लाहौरी,प्रेमराज,Hindi,Devanagari,,,,,,,,,5,7388,,Complete,,715,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1749वि.सं,,
बंध उदय (उदीरण्य सत्ता विवरण),ROI001761853,"Rajasthan Oriental Research Institute, Jodhpur","आचार्य विनय चंद, ज्ञान मण्डल ट्रस्ट, लाल भवन, चौड़ा रास्ता, जयपुर",,,1853,,पं. विद्या विलास,Prakrit,Devanagari,,,,,,,,,,765,,Complete,1-4,4,,25,11,,Plant Products -> Paper / कागज,,Jaina,,,08/03/2011,,,No,,,,,No,No,,,,,,,manus_dt: 18 वीं,,
Siddhacakra pūjā,DHO0007384,"Dr. Harisingh Gour University,Sagar",Digamber Jain Mandir Silawani,,,84,,,Hindi,Devanagari,,,,,,,,,11,4,,Complete,1,1,,17,20.6,,Plant Products -> Paper / कागज,"Bad, Broken",Jaina,,,03/08/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
Sarasvatī pūjana,DHO00068129,"Dr. Harisingh Gour University,Sagar",Digember jain mandir Bijabar,,,129,,,Hindi,Devanagari,,,,,,,,,10,3,,Complete,31,62,,32.5,16.4,,Plant Products -> Paper / कागज,"Bad, Broken",Dharmaśāstra / Darsiyāt-i Islāmiyah,,,10/07/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
ध्रुव चरित्र,ROI0015116143,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16143,,,Hindi,Devanagari,,,,,,,,,5,7343,,Incomplete,,,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
24 तीर्थंकर का स्तवन,ROI001761852,"Rajasthan Oriental Research Institute, Jodhpur","आचार्य विनय चंद, ज्ञान मण्डल ट्रस्ट, लाल भवन, चौड़ा रास्ता, जयपुर",,,1852,आनंद विजय,,Rajasthani,Devanagari,,,Hindi,,,,,,,1690,,Complete,1,1,,24.5,10.4,,Plant Products -> Paper / कागज,,Jaina,,,15/03/2011,,,No,,,,,No,No,,,,,,,manus_dt: 19 वीं,,
गोरा बादल री कथा,ROI0015116144,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16144,जयमल नाहर,,Rajasthani,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7304,,Complete,,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
Canderī Rājya kā Itihāsa,DHO00015124,"Dr. Harisingh Gour University,Sagar",Prananatha Mandir Panna,,,124,Unknown,,Hindi,Devanagari,,,,,,,,,217,1,,Complete,60,120,,20,38,,Plant Products -> Paper / कागज,,Itihāsa/Tārīḵẖ,,,04/12/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
Candraprabha pūjā,DHO0007385,"Dr. Harisingh Gour University,Sagar",Digamber Jain Mandir Silawani,,,85,,,Hindi,Devanagari,,,,,,,,,11,13,,Complete,2,3,,17,20.6,,Plant Products -> Paper / कागज,"Bad, Broken",Jaina,,,03/08/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
आबूयात्रास्तवन,ROI0015116146,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16146,,,Rajasthani,Devanagari,,,,,,,,,5,7723,,Complete,,2,,,,,Plant Products -> Paper / कागज,,Jaina,,,21/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 20वीं श.,,
भरोट री गजल (चितौड़गजल),ROI0015116145,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16145,दुर्गादास / खेतसी,,Rajasthani,Devanagari,,,,,,,,,5,7697,,Complete,,3,,,,,Plant Products -> Paper / कागज,,Kāvya,,,21/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 20वीं श.,,
अमर बत्तीसी,ROI0015116147,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16147,हरदास,मानहर्ष,Hindi,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7301,,Complete,,2,,,,,Plant Products -> Paper / कागज,,Bhaktikāvya,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1704वि.सं,,
खरतरसूरिपरंपराश्लोक,ROI0015116150,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16150,,,Sanskrit,Devanagari,,,,,,,,,5,7557,,Complete,,2,,,,,Plant Products -> Paper / कागज,,Jaina,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 20वीं श.,,
दशम स्कंध कृष्ण लीला,ROI0015116151,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16151,जगतानंद,,Hindi,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7300,,Complete,,8,,,,,Plant Products -> Paper / कागज,,Bhaktikāvya,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1704वि.सं,,
मदनकुमार शतक,ROI0015116148,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16148,दास,,Rajasthani,Devanagari,,,,,,,,,5,7315,,Complete,,3,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1768वि.सं,,
सज्जन रा दूहा,ROI0015116152,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16152,,,Rajasthani,Devanagari,,,,,,,,,5,7491,,Complete,,7,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1821वि.सं,,
विचारमाला - ब्रह्मजिज्ञासा,ROI0015116149,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16149,अनाथ - शंकराचार्य,,Sanskrit,Devanagari,,,,,,,,,5,7339,,Complete,,17,,,,,Plant Products -> Paper / कागज,,Darśana / Manṯiq wa Falsafah,,,19/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
सप्तश्लोकी गीता,ROI0015116153,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16153,,,Sanskrit,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7109,,Complete,1,,,24.2,10.2,,Plant Products -> Paper / कागज,,Gītā,,,16/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 18वीं श.,,
21 सबल दोष,ROI001761854,"Rajasthan Oriental Research Institute, Jodhpur","आचार्य विनय चंद, ज्ञान मण्डल ट्रस्ट, लाल भवन, चौड़ा रास्ता, जयपुर",,,1854,,,Rajasthani,Devanagari,,,Hindi,,,,,,,1851/2,,Complete,2,1,,24.5,11.4,,Plant Products -> Paper / कागज,,Jaina,,,17/03/2011,,,No,,,,,No,No,,,,,,,manus_dt: 19 वीं,,
आठ कर्मणी 128 प्राकृतिका विचार,ROI0015116154,"Rajasthan Oriental Research Institute, Jodhpur",अभय जैन ग्रन्थालय,,,16154,,,Rajasthani,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,5,7508,,Incomplete,,1,अंतहीन,,,,Plant Products -> Paper / कागज,,Jaina,,,20/06/2007,,,No,,,,,No,No,,,,,,,manus_dt: 19वीं श.,,
