title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
Vedānta Tātparya Gujarātī,VRI00077521,Vrindavan Research Institute,Kamesvara Prasad Chaturvedi,,,521,,,Sanskrit,Devanagari,,śrī kṛṣṇa dāsa magana lāla buṭālā,,,,,,,103,103/2,,Complete,298,596,,21.5,14,,Plant Products -> Paper / कागज,"Bad, Broken",Darśana,,,12/01/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Pañcāṅga,VRI00073478,Vrindavan Research Institute,Shri Devendra Gosvami,,,478,,,Sanskrit,Devanagari,,,,,,,,,56,56/13,,Complete,26,52,,27,28,,Plant Products -> Paper / कागज,,Jyotiṣa,,,30/10/2012,,,No,,,,,No,No,,,,,,,manus_dt: v.s.1860,,
Pañcāṅga,VRI00049529,Vrindavan Research Institute,Cimmanalāla śarmā,,,529,,,Sanskrit,Devanagari,,,,,,,,,32,32/4,,Complete,17,34,,24,21.5,,Plant Products -> Paper / कागज,,Jyotiṣa,,,03/03/2010,,,No,,,,,No,No,,,,,,,manus_dt: 1820 v.s,,
Vṛhadāraṇyaka śaṅkara,VRI00085882,Vrindavan Research Institute,"Shri Rangnatha mandir ,vrindavan",,,882,,,Sanskrit,Devanagari,,,,,,,,,106,106/1,,Complete,153,306,,40,20,,Plant Products -> Paper / कागज,"Bad, Broken",Not Available,,,12/09/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Pañcāṅga,VRI00083934,Vrindavan Research Institute,Jiva Institute,,,934,Kṛṣṇadāsa,,Bengali,Devanagari,,,,,,,,,103,103/8,,Complete,37,74,,36,16.8,,Plant Products -> Paper / कागज,,Jyotiṣa,,,07/03/2013,,,No,,,,,No,No,,,,,,,manus_dt: v.s.1589,,
Mūla śānti,VRI00075171,Vrindavan Research Institute,Pan.Harivallabh sastri,,,171,,,Sanskrit,Devanagari,,,,,,,,,1,1/3,,Complete,14,28,,11,9,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,17/11/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
Śabdagadādharī,VRI00085881,Vrindavan Research Institute,"Shri Rangnatha mandir ,vrindavan",,,881,,,Sanskrit,Devanagari,,,,,,,,,1,1/6,,Complete,225,450,,32,14,,Plant Products -> Paper / कागज,"Bad, Broken",,,,23/08/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Gāyatrī,VRI00038172,Vrindavan Research Institute,Radha Caran Mishra,,,172,,,Sanskrit,Devanagari,,,,,,,,,1,1/9,,Complete,15,30,,15.4,9.4,,Plant Products -> Paper / कागज,,Mantra,,,14/11/2008,,,No,,,,,No,No,,,,,,,manus_dt:,,
Prapanna kalpavallī,VRI00077522,Vrindavan Research Institute,Kamesvara Prasad Chaturvedi,,,522,Bhagavāna nimbārka,,Sanskrit,Devanagari,,,,,,,,,88,88/9,,Complete,50,100,,18,12,,Plant Products -> Paper / कागज,"Bad, Broken",Kāvya,,,09/01/2013,,,No,,,,,No,No,,,,,,,manus_dt:,,
Gaṇeśajanma Māhātmya,VRI00050222,Vrindavan Research Institute,HotiLal Tripathi,,,222,,,Sanskrit,Devanagari,,,,,,,,,2,2/6,,Complete,16,32,,18,12,,Plant Products -> Paper / कागज,,Māhātmya,,,16/03/2010,,,No,,,,,No,No,,,,,,,manus_dt:,,
Bhāgavata,VRI00073479,Vrindavan Research Institute,Shri Devendra Gosvami,,,479,,,Sanskrit,Devanagari,,,,,,,,,2,2/5,,Complete,22,44,,36,18,,Plant Products -> Paper / कागज,,Purāṇa,,,10/10/2012,,,No,,,,,No,No,,,,,,,manus_dt:,,
