title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
नारदसंहिता,SDI02306164,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",चंद्रकांत मिश्र,,,164,,,संस्‍कृत,देवनागरी,,,,,,,,,5,161,,Incomplete,18,18,,17,11.5,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Jyotiṣa,,,23/05/2007,,,No,,,,,No,No,,,,,,,manus_dt: 1939,,
पद्मावतीस्तोत्र,SDI03074201,"Sri Dev Kumar Jain Oriental Research Institute,Arrah","मंदिर श्री 1008 पार्श्वनाथ जिनालय, महाजन टोली नं0 1, आरा",,,201,,,संस्‍कृत,देवनागरी,,,,,,,,,330,4/68,,Complete,34,,,28,14,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Jaina,,,26/11/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
पद्मावती व चिंतामणीमंत्र,SPI00007163,"Satshrut Prabhavana Trust,Bhavanagar","श्री पार्श्वनाथ दि. जैन मंदिर,गोधान् (गंगवाल चैत्यालय), गोधो का चौक, जौहरी बाजार",,,163,,,,,,,,,,,,,35,"35,6",,Complete,2,,,22,15,,Plant Products -> Paper / कागज,,Mantra,,,26/05/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पंचकोशविवेक,BOO00002979,"Bhandarkar Oriental Research Institute, Pune",Deccan College (Dixit Collection),,,979,,,,,,,,,,,,,,398,,Complete,,4,,,,,Plant Products -> Paper / कागज,,Darśana / Manṯiq wa Falsafah,,,07/01/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पञ्चदेवतापूजा,SDI01609162,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",चंद्रवंश मिश्र,,,162,,पं0 गजानन्द त्रिपाठी,संस्‍कृत,देवनागरी,,,,,,,,,,94,,Complete,37,,,20,11,,Plant Products -> Paper / कागज,,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,16/09/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पंचकोशविवेक,BOO00002979,"Bhandarkar Oriental Research Institute, Pune",Deccan College (Dixit Collection),,,979,,,,,,,,,,,,,,398,,Complete,,4,,,,,Plant Products -> Paper / कागज,,Darśana / Manṯiq wa Falsafah,,,07/01/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पद,ROI00120175,"Rajasthan Oriental Research Institute, Jodhpur",श्री रामस्नेही रामद्वारा,,,175,रामप्रतापजी,,Hindi,Devanagari,,,Not Available,Not Available,,,Not Available,Not Available,12,4,,Complete,7,,,,,,Plant Products -> Paper / कागज,,Kāvya/Fann al-Śi‘r,,,13/10/2006,,,No,,,,,No,No,,,,,,,manus_dt: 19वीं श.,,
नीलकण्ठस्तोत्र,SDI01608164,"Sri Dev Kumar Jain Oriental Research Institute,Arrah",सूर्यवंश मिश्र,,,164,,,संस्‍कृत,देवनागरी,,,,,,,,,6,,,Complete,10,4,,20,10,,Plant Products -> Paper / कागज,,Stotra/Manqabat,,,14/09/2006,,,No,,,,,No,No,,,,,,,manus_dt: सं0 1835,,
पूजासंग्रह,SPI00019162,"Satshrut Prabhavana Trust,Bhavanagar","020. श्री दि. जैन मंदिर, सॉगाकान्",,,162,,,,,,,,,,,,,27,"27,7",,Incomplete,38,,प्रथम 10 पत्र,26,19,,Plant Products -> Paper / कागज,"Bad, Broken",Jaina,,,19/07/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
प्रत्यङ्गिरास्तोत्र,BPO00007195,Lakshman Pustakalaya,गणनाथ जोतिषकार्यालय,,,195,अज्ञात,अज्ञात,,,अज्ञात,अज्ञात,,,,,,,,,,Complete,2,4,नहीं,22.7,10.9,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Stotra/Manqabat,,,15/10/2007,,,No,,,,,No,No,,,,,,,manus_dt: अज्ञात,,
